"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"AMN",0.002281865142017,1.15005420550837,0.333,0.078,1,"Embryonic_stem_cells"
"RNF5",0.002565693306177,1.41226922955598,0.556,0.23,1,"Embryonic_stem_cells"
"TTLL7",0.002568619336144,1.21898780608258,0.333,0.08,1,"Embryonic_stem_cells"
"C19orf33",0.002676812234905,1.08679064666069,0.667,0.256,1,"Embryonic_stem_cells"
"RPLP0",0.002770900956492,0.916352364333797,1,0.943,1,"Embryonic_stem_cells"
"MAOA",0.00277224645121,1.11544050654184,0.333,0.08,1,"Embryonic_stem_cells"
"NDUFB2",0.002965002267278,1.46601629562327,0.778,0.632,1,"Embryonic_stem_cells"
"UBE2T",0.003299307840171,1.22993695653249,0.333,0.082,1,"Embryonic_stem_cells"
"GOLM1",0.003410480104697,1.34079139591362,0.444,0.145,1,"Embryonic_stem_cells"
"MT-ND3",0.00349801992351,1.00283889868034,1,0.973,1,"Embryonic_stem_cells"
"AP002990.1",0.003658853191519,0.772592539991298,1,0.916,1,"Embryonic_stem_cells"
"REV3L",0.004051715217534,1.17992648917768,0.556,0.22,1,"Embryonic_stem_cells"
"ZNF3",0.004081115475838,1.48068866172136,0.333,0.088,1,"Embryonic_stem_cells"
"SMIM22",0.004275853623651,1.39473663656525,0.556,0.21,1,"Embryonic_stem_cells"
"NSMCE4A",0.004547220567565,1.59450719731359,0.444,0.161,1,"Embryonic_stem_cells"
"HSPD1",0.00501869366221,1.2797350148059,0.778,0.45,1,"Embryonic_stem_cells"
"ZNF207",0.005050980780051,1.29512138906514,0.667,0.357,1,"Embryonic_stem_cells"
"MT-CO3",0.006312348621913,0.801673855657674,1,0.996,1,"Embryonic_stem_cells"
"SNRNP25",0.006629311095735,1.47817974484218,0.444,0.163,1,"Embryonic_stem_cells"
"ATP5MC3",0.007204549360229,1.22116789136373,0.889,0.632,1,"Embryonic_stem_cells"
"TXN",0.007234143963396,1.84843883184941,0.778,0.655,1,"Embryonic_stem_cells"
"TDP2",0.00819923215786,1.35491974369512,0.444,0.165,1,"Embryonic_stem_cells"
"C15orf48",0.008279233366248,1.44171976836034,0.556,0.242,1,"Embryonic_stem_cells"
"RPS6",0.008311337602123,0.752325452619101,1,0.991,1,"Embryonic_stem_cells"
"UQCRH",0.00835999710922,1.37518282367259,0.778,0.718,1,"Embryonic_stem_cells"
"BANF1",0.008486199817571,1.55193387328482,0.667,0.436,1,"Embryonic_stem_cells"
"PLVAP",0,3.68055585302884,0.757,0.02,0,"Endothelial_cells"
"RAMP2",0,3.61401578081745,0.915,0.05,0,"Endothelial_cells"
"CLDN5",0,3.5948932500614,0.722,0.012,0,"Endothelial_cells"
"VWF",0,3.30535225201337,0.814,0.016,0,"Endothelial_cells"
"CCL14",0,3.30492750056954,0.474,0.023,0,"Endothelial_cells"
"GNG11",0,3.21813387802902,0.909,0.137,0,"Endothelial_cells"
"FABP4",0,3.17115484655847,0.29,0.025,0,"Endothelial_cells"
"ACKR1",0,3.10975195689344,0.359,0.012,0,"Endothelial_cells"
"HSPG2",0,2.94803405556458,0.803,0.148,0,"Endothelial_cells"
"CAV1",0,2.94174313682934,0.861,0.147,0,"Endothelial_cells"
"PECAM1",0,2.93127719608939,0.864,0.08,0,"Endothelial_cells"
"SPARCL1",0,2.89994367057261,0.872,0.152,0,"Endothelial_cells"
"COL4A1",0,2.86084748573606,0.74,0.111,0,"Endothelial_cells"
"FABP5",0,2.84253839832629,0.72,0.312,0,"Endothelial_cells"
"TM4SF1",0,2.81441496294514,0.895,0.175,0,"Endothelial_cells"
"AQP1",0,2.74724704403642,0.633,0.042,0,"Endothelial_cells"
"ENG",0,2.6947663118483,0.796,0.109,0,"Endothelial_cells"
"EGFL7",0,2.68030884555992,0.819,0.039,0,"Endothelial_cells"
"ECSCR",0,2.60302212697215,0.801,0.01,0,"Endothelial_cells"
"CRIP2",0,2.59953463198171,0.876,0.154,0,"Endothelial_cells"
"SLC9A3R2",0,2.5802784110519,0.597,0.057,0,"Endothelial_cells"
"A2M",0,2.57812911227303,0.848,0.15,0,"Endothelial_cells"
"RAMP3",0,2.53578068626459,0.669,0.01,0,"Endothelial_cells"
"CAVIN2",0,2.52446380932955,0.643,0.034,0,"Endothelial_cells"
"COL15A1",0,2.48021179778186,0.638,0.056,0,"Endothelial_cells"
"CLEC14A",0,2.45443655649077,0.715,0.009,0,"Endothelial_cells"
"CD93",0,2.4236913439931,0.744,0.033,0,"Endothelial_cells"
"IGFBP7",0,2.41892513021181,0.943,0.297,0,"Endothelial_cells"
"FKBP1A",0,2.41643375287237,0.934,0.57,0,"Endothelial_cells"
"SPRY1",0,2.4132303459369,0.723,0.151,0,"Endothelial_cells"
"ID1",0,2.3266865207376,0.706,0.193,0,"Endothelial_cells"
"COL4A2",0,2.31573562228252,0.684,0.127,0,"Endothelial_cells"
"IGFBP3",0,2.29287031590232,0.407,0.086,0,"Endothelial_cells"
"CD59",0,2.18142142624111,0.915,0.438,0,"Endothelial_cells"
"HYAL2",0,2.16034693313786,0.68,0.092,0,"Endothelial_cells"
"ADGRL4",0,2.15910500012441,0.701,0.006,0,"Endothelial_cells"
"FLT1",0,2.1526640892802,0.58,0.018,0,"Endothelial_cells"
"NPDC1",0,2.09851283872384,0.77,0.195,0,"Endothelial_cells"
"TCF4",0,2.09559649315608,0.826,0.241,0,"Endothelial_cells"
"EMCN",0,2.06219208035788,0.679,0.007,0,"Endothelial_cells"
"EPAS1",0,2.05428638074797,0.737,0.106,0,"Endothelial_cells"
"PODXL",0,2.01994589317319,0.566,0.03,0,"Endothelial_cells"
"CAVIN1",0,2.00391199046206,0.826,0.171,0,"Endothelial_cells"
"ESAM",0,1.99801571573328,0.644,0.026,0,"Endothelial_cells"
"RGCC",0,1.97987549256721,0.47,0.142,0,"Endothelial_cells"
"STOM",0,1.96421396542879,0.792,0.19,0,"Endothelial_cells"
"CALCRL",0,1.95768404063373,0.647,0.016,0,"Endothelial_cells"
"ARHGAP29",0,1.95390447070234,0.686,0.061,0,"Endothelial_cells"
"CD34",0,1.90166418329667,0.654,0.048,0,"Endothelial_cells"
"FAM167B",0,1.89067638916863,0.547,0.014,0,"Endothelial_cells"
"CD320",0,1.85780222142202,0.563,0.217,0,"Endothelial_cells"
"TMEM88",0,1.85311344349096,0.486,0.007,0,"Endothelial_cells"
"PRSS23",0,1.81034935835227,0.665,0.145,0,"Endothelial_cells"
"IGFBP4",0,1.7937728231896,0.754,0.2,0,"Endothelial_cells"
"IFITM3",0,1.78080023173298,0.971,0.505,0,"Endothelial_cells"
"C1orf54",0,1.77419826765883,0.626,0.098,0,"Endothelial_cells"
"INSR",0,1.76856413046381,0.478,0.115,0,"Endothelial_cells"
"CDH5",0,1.76549108805954,0.636,0.004,0,"Endothelial_cells"
"PALMD",0,1.76401334554262,0.558,0.008,0,"Endothelial_cells"
"ICAM2",0,1.75579000187888,0.661,0.139,0,"Endothelial_cells"
"VAMP5",0,1.74022940046176,0.791,0.304,0,"Endothelial_cells"
"CCDC85B",0,1.73341710750778,0.807,0.397,0,"Endothelial_cells"
"ADCY4",0,1.72024818601979,0.612,0.02,0,"Endothelial_cells"
"RBP7",0,1.71605831841876,0.346,0.01,0,"Endothelial_cells"
"SOCS3",0,1.71427445399692,0.606,0.219,0,"Endothelial_cells"
"EDN1",0,1.70248237683104,0.31,0.034,0,"Endothelial_cells"
"NFIB",0,1.6835687780596,0.696,0.128,0,"Endothelial_cells"
"S1PR1",0,1.68050775044033,0.625,0.017,0,"Endothelial_cells"
"VWA1",0,1.64901815002724,0.51,0.048,0,"Endothelial_cells"
"ID3",0,1.64559099034785,0.727,0.262,0,"Endothelial_cells"
"PTPRB",0,1.63671862994582,0.575,0.021,0,"Endothelial_cells"
"EMP1",0,1.63495828674252,0.669,0.158,0,"Endothelial_cells"
"NOTCH4",0,1.63369942259202,0.515,0.02,0,"Endothelial_cells"
"PDLIM1",0,1.62660382691684,0.788,0.34,0,"Endothelial_cells"
"KLF2",0,1.60875979534382,0.618,0.147,0,"Endothelial_cells"
"TM4SF18",0,1.59565024338012,0.495,0.002,0,"Endothelial_cells"
"PCDH17",0,1.5955264192471,0.472,0.004,0,"Endothelial_cells"
"TGFBR2",0,1.59411357518529,0.679,0.182,0,"Endothelial_cells"
"CAV2",0,1.58874919832648,0.663,0.132,0,"Endothelial_cells"
"IFITM2",0,1.58732359651342,0.945,0.7,0,"Endothelial_cells"
"MTUS1",0,1.58364193149898,0.619,0.105,0,"Endothelial_cells"
"APLNR",0,1.57238611891818,0.442,0.006,0,"Endothelial_cells"
"MMRN2",0,1.57224008030531,0.558,0.004,0,"Endothelial_cells"
"APP",0,1.56626620531312,0.819,0.336,0,"Endothelial_cells"
"IFI27",0,1.55588451769668,0.907,0.43,0,"Endothelial_cells"
"JAM2",0,1.55154419842094,0.508,0.032,0,"Endothelial_cells"
"SPTBN1",0,1.54472218058147,0.765,0.264,0,"Endothelial_cells"
"CCL15-CCL14",0,1.53070010504829,0.414,0.053,0,"Endothelial_cells"
"ADAMTS9",0,1.52866389690735,0.453,0.023,0,"Endothelial_cells"
"SOX17",0,1.51258647052474,0.399,0.002,0,"Endothelial_cells"
"TSPAN7",0,1.51009214472684,0.45,0.025,0,"Endothelial_cells"
"LDB2",0,1.50843908131446,0.561,0.027,0,"Endothelial_cells"
"HEG1",0,1.50619306757165,0.531,0.064,0,"Endothelial_cells"
"BCAM",0,1.50207169866804,0.609,0.078,0,"Endothelial_cells"
"PRCP",0,1.49634762444717,0.542,0.177,0,"Endothelial_cells"
"SLCO2A1",0,1.49481543348733,0.438,0.004,0,"Endothelial_cells"
"RDX",0,1.48597240414563,0.667,0.185,0,"Endothelial_cells"
"ADAM15",0,1.48294567679821,0.591,0.124,0,"Endothelial_cells"
"ITGA6",0,1.47110177708609,0.577,0.144,0,"Endothelial_cells"
"ADGRF5",0,1.45681749594646,0.513,0.016,0,"Endothelial_cells"
"RHOB",0,1.44494464058829,0.742,0.341,0,"Endothelial_cells"
"SRP14",0,1.43475406374709,0.936,0.814,0,"Endothelial_cells"
"SPARC",0,1.42847892814802,0.801,0.267,0,"Endothelial_cells"
"DEPP1",0,1.42721146507916,0.395,0.102,0,"Endothelial_cells"
"MCAM",0,1.42096013157228,0.51,0.044,0,"Endothelial_cells"
"SNCG",0,1.41385385987247,0.511,0.023,0,"Endothelial_cells"
"TCIM",0,1.41353605513477,0.526,0.101,0,"Endothelial_cells"
"ADAMTS1",0,1.38465289527919,0.418,0.073,0,"Endothelial_cells"
"RNASE1",0,1.38078818401079,0.785,0.162,0,"Endothelial_cells"
"APOLD1",0,1.37979979071676,0.541,0.153,0,"Endothelial_cells"
"CYYR1",0,1.37395891239321,0.505,0.004,0,"Endothelial_cells"
"CXorf36",0,1.37297640885263,0.539,0.032,0,"Endothelial_cells"
"VIM",0,1.36900979758468,0.968,0.685,0,"Endothelial_cells"
"PLPP1",0,1.36778639420961,0.495,0.152,0,"Endothelial_cells"
"RAB13",0,1.3582459946374,0.676,0.277,0,"Endothelial_cells"
"STC1",0,1.35500022846856,0.269,0.008,0,"Endothelial_cells"
"ANGPT2",0,1.33373576986074,0.317,0.039,0,"Endothelial_cells"
"CXCL12",0,1.32857903361362,0.401,0.113,0,"Endothelial_cells"
"KDR",0,1.32031106455286,0.41,0.002,0,"Endothelial_cells"
"GNAI2",0,1.31635962446666,0.713,0.303,0,"Endothelial_cells"
"TIE1",0,1.31295543056906,0.578,0.101,0,"Endothelial_cells"
"CAVIN3",0,1.30691632050313,0.662,0.226,0,"Endothelial_cells"
"ARL4A",0,1.30385603924446,0.576,0.202,0,"Endothelial_cells"
"WWTR1",0,1.30062620843902,0.534,0.062,0,"Endothelial_cells"
"SEC14L1",0,1.29474876170804,0.576,0.173,0,"Endothelial_cells"
"EHD4",0,1.28531590156127,0.551,0.109,0,"Endothelial_cells"
"TGM2",0,1.26720863048399,0.467,0.062,0,"Endothelial_cells"
"LIFR",0,1.26177912895637,0.313,0.02,0,"Endothelial_cells"
"ITGA5",0,1.26167518656012,0.56,0.07,0,"Endothelial_cells"
"GIMAP7",0,1.25994179800558,0.595,0.136,0,"Endothelial_cells"
"MGST2",0,1.25920845875021,0.711,0.258,0,"Endothelial_cells"
"THBD",0,1.25706561886057,0.454,0.033,0,"Endothelial_cells"
"SELENOW",0,1.25393560754927,0.8,0.479,0,"Endothelial_cells"
"MYCT1",0,1.24678478214041,0.499,0.001,0,"Endothelial_cells"
"TMEM255B",0,1.2454138480268,0.508,0.025,0,"Endothelial_cells"
"GJA1",0,1.2445422317664,0.474,0.055,0,"Endothelial_cells"
"SYNPO",0,1.24052464444748,0.483,0.046,0,"Endothelial_cells"
"NRP1",0,1.24019171756788,0.526,0.086,0,"Endothelial_cells"
"ACVRL1",0,1.23895247146084,0.538,0.08,0,"Endothelial_cells"
"MGLL",0,1.22959292973941,0.559,0.238,0,"Endothelial_cells"
"PALM2-AKAP2",0,1.21414747779798,0.588,0.164,0,"Endothelial_cells"
"NEDD9",0,1.20721569604706,0.545,0.117,0,"Endothelial_cells"
"MYH9",0,1.20483133759447,0.727,0.35,0,"Endothelial_cells"
"NUAK1",0,1.2021793674307,0.425,0.028,0,"Endothelial_cells"
"ELK3",0,1.1918041056722,0.554,0.094,0,"Endothelial_cells"
"IGF2",0,1.18234431461962,0.412,0.078,0,"Endothelial_cells"
"SOX18",0,1.18061172990004,0.407,0.002,0,"Endothelial_cells"
"RHOC",0,1.16725486937769,0.798,0.428,0,"Endothelial_cells"
"YBX3",0,1.16513827681353,0.629,0.257,0,"Endothelial_cells"
"IL3RA",0,1.15854548152215,0.463,0.02,0,"Endothelial_cells"
"LMNA",0,1.15091181896408,0.797,0.42,0,"Endothelial_cells"
"ITGB1",0,1.15048154158215,0.785,0.428,0,"Endothelial_cells"
"CRIM1",0,1.14659107765881,0.472,0.101,0,"Endothelial_cells"
"FAM198B",0,1.14431484081682,0.501,0.088,0,"Endothelial_cells"
"BMPR2",0,1.14347793888491,0.538,0.124,0,"Endothelial_cells"
"ROBO4",0,1.13976528351394,0.441,0.014,0,"Endothelial_cells"
"MALL",0,1.13948860371431,0.494,0.108,0,"Endothelial_cells"
"DUSP6",0,1.13084475914105,0.518,0.15,0,"Endothelial_cells"
"RGS3",0,1.12746217773576,0.396,0.078,0,"Endothelial_cells"
"CLIC4",0,1.12632989360487,0.544,0.158,0,"Endothelial_cells"
"TJP1",0,1.1261363713408,0.528,0.112,0,"Endothelial_cells"
"CYR61",0,1.12526321468044,0.463,0.129,0,"Endothelial_cells"
"NRN1",0,1.12387476838451,0.431,0.023,0,"Endothelial_cells"
"LAMA4",0,1.12199042891522,0.477,0.107,0,"Endothelial_cells"
"ETS2",0,1.11993519720561,0.62,0.205,0,"Endothelial_cells"
"GIMAP4",0,1.11769368639555,0.645,0.15,0,"Endothelial_cells"
"MSN",0,1.11495759775429,0.67,0.281,0,"Endothelial_cells"
"TMEM204",0,1.11482533796759,0.47,0.056,0,"Endothelial_cells"
"RCAN1",0,1.11282543408427,0.416,0.084,0,"Endothelial_cells"
"PLXND1",0,1.09822572782992,0.464,0.052,0,"Endothelial_cells"
"F2RL3",0,1.0974397202918,0.304,0.006,0,"Endothelial_cells"
"IL33",0,1.08976820751625,0.341,0.042,0,"Endothelial_cells"
"SMAD1",0,1.08420782863382,0.45,0.079,0,"Endothelial_cells"
"HTRA1",0,1.08161774626516,0.473,0.1,0,"Endothelial_cells"
"ITM2B",0,1.07132307616448,0.942,0.787,0,"Endothelial_cells"
"FAM107A",0,1.06535542761838,0.312,0.014,0,"Endothelial_cells"
"HLA-E",0,1.06264911607725,0.918,0.748,0,"Endothelial_cells"
"HSPB1",0,1.06028173581285,0.906,0.591,0,"Endothelial_cells"
"LMCD1",0,1.05876217488466,0.455,0.081,0,"Endothelial_cells"
"MARCKSL1",0,1.05744187435613,0.68,0.326,0,"Endothelial_cells"
"SWAP70",0,1.05562217575953,0.534,0.133,0,"Endothelial_cells"
"PIK3R3",0,1.05367451152316,0.423,0.069,0,"Endothelial_cells"
"IGF2.1",0,1.0521996671697,0.4,0.076,0,"Endothelial_cells"
"MPZL2",0,1.05200258194199,0.398,0.054,0,"Endothelial_cells"
"TSC22D1",0,1.05178928595969,0.676,0.314,0,"Endothelial_cells"
"TNFSF10",0,1.05162360105306,0.543,0.211,0,"Endothelial_cells"
"EFNB2",0,1.04685093042263,0.377,0.09,0,"Endothelial_cells"
"S100A16",0,1.03850340709744,0.714,0.27,0,"Endothelial_cells"
"SERPINE1",0,1.03554293698943,0.285,0.039,0,"Endothelial_cells"
"CD81",0,1.02960542192274,0.656,0.302,0,"Endothelial_cells"
"LIMS2",0,1.02600889779404,0.434,0.043,0,"Endothelial_cells"
"PLPP3",0,1.02550568627626,0.485,0.113,0,"Endothelial_cells"
"TINAGL1",0,1.02249785083081,0.496,0.134,0,"Endothelial_cells"
"COX7A1",0,1.01966168835618,0.543,0.112,0,"Endothelial_cells"
"RAB11A",0,1.01647819447332,0.693,0.357,0,"Endothelial_cells"
"NECTIN2",0,1.01610681100988,0.551,0.179,0,"Endothelial_cells"
"COL18A1",0,1.01246136501908,0.518,0.115,0,"Endothelial_cells"
"TIMP3",0,1.00414750928121,0.575,0.167,0,"Endothelial_cells"
"PPFIBP1",0,1.00176636148712,0.446,0.114,0,"Endothelial_cells"
"DOCK9",0,1.00116726947657,0.454,0.071,0,"Endothelial_cells"
"ECE1",0,0.998177092237869,0.49,0.099,0,"Endothelial_cells"
"RAI14",0,0.992784267069387,0.438,0.051,0,"Endothelial_cells"
"GUK1",0,0.990509617588778,0.855,0.66,0,"Endothelial_cells"
"NES",0,0.989924076061153,0.359,0.029,0,"Endothelial_cells"
"RASA4",0,0.984806247278617,0.408,0.094,0,"Endothelial_cells"
"PLK2",0,0.981701787694855,0.387,0.066,0,"Endothelial_cells"
"UACA",0,0.978087576285632,0.452,0.111,0,"Endothelial_cells"
"KIAA0355",0,0.968673796768423,0.5,0.126,0,"Endothelial_cells"
"SGK1",0,0.964644492007655,0.411,0.126,0,"Endothelial_cells"
"FSCN1",0,0.958704353771827,0.442,0.095,0,"Endothelial_cells"
"PTPRM",0,0.950671940634682,0.403,0.024,0,"Endothelial_cells"
"HECW2",0,0.950663917837793,0.307,0.016,0,"Endothelial_cells"
"NOSTRIN",0,0.94350368530176,0.369,0.053,0,"Endothelial_cells"
"MAST4",0,0.943427684371254,0.449,0.088,0,"Endothelial_cells"
"KCTD12",0,0.941315437341208,0.423,0.131,0,"Endothelial_cells"
"CDH13",0,0.937425969702649,0.33,0.032,0,"Endothelial_cells"
"TMSB10",0,0.935748621487877,0.998,0.984,0,"Endothelial_cells"
"MCTP1",0,0.93574015792528,0.37,0.024,0,"Endothelial_cells"
"MEF2C",0,0.934880919627118,0.586,0.199,0,"Endothelial_cells"
"SERPINH1",0,0.927593968898238,0.582,0.204,0,"Endothelial_cells"
"IL6ST",0,0.923902330079435,0.593,0.219,0,"Endothelial_cells"
"CNN3",0,0.923795242240106,0.644,0.199,0,"Endothelial_cells"
"S100A13",0,0.919778739380668,0.736,0.311,0,"Endothelial_cells"
"TSHZ2",0,0.919661988522052,0.463,0.115,0,"Endothelial_cells"
"EFNA1",0,0.917554757202599,0.404,0.102,0,"Endothelial_cells"
"NDRG1",0,0.91581298867518,0.542,0.207,0,"Endothelial_cells"
"ERG",0,0.909813124966264,0.409,0.006,0,"Endothelial_cells"
"NRP2",0,0.908662311810165,0.382,0.094,0,"Endothelial_cells"
"THSD7A",0,0.904869896367245,0.307,0.003,0,"Endothelial_cells"
"NNMT",0,0.901019921327818,0.589,0.17,0,"Endothelial_cells"
"FILIP1",0,0.897104302762028,0.359,0.031,0,"Endothelial_cells"
"LAMC1",0,0.894241702953709,0.473,0.123,0,"Endothelial_cells"
"RHOJ",0,0.894001719213412,0.395,0.022,0,"Endothelial_cells"
"DOCK6",0,0.878160737040862,0.467,0.14,0,"Endothelial_cells"
"IPO11",0,0.876845681087747,0.431,0.03,0,"Endothelial_cells"
"RASIP1",0,0.875376636665154,0.365,0.012,0,"Endothelial_cells"
"MECOM",0,0.874349142811698,0.35,0.071,0,"Endothelial_cells"
"CDC42EP3",0,0.872086770952035,0.427,0.107,0,"Endothelial_cells"
"MAP1B",0,0.871418457439969,0.401,0.068,0,"Endothelial_cells"
"FLNB",0,0.85961173767008,0.446,0.136,0,"Endothelial_cells"
"RAPGEF5",0,0.857697895290344,0.358,0.027,0,"Endothelial_cells"
"PLS3",0,0.854660514743328,0.45,0.13,0,"Endothelial_cells"
"TNS2",0,0.853872586479945,0.409,0.072,0,"Endothelial_cells"
"HSPA12B",0,0.848559099177158,0.336,0.013,0,"Endothelial_cells"
"ENTPD1",0,0.844652431729524,0.507,0.157,0,"Endothelial_cells"
"PTPRG",0,0.843190557071295,0.339,0.06,0,"Endothelial_cells"
"AFAP1L1",0,0.841501867825348,0.35,0.023,0,"Endothelial_cells"
"PXDN",0,0.840072791227682,0.345,0.062,0,"Endothelial_cells"
"TEK",0,0.823389755615611,0.351,0.002,0,"Endothelial_cells"
"UTRN",0,0.820484593524504,0.487,0.16,0,"Endothelial_cells"
"TUBB6",0,0.820453972042486,0.453,0.108,0,"Endothelial_cells"
"HDAC7",0,0.818128178717901,0.463,0.125,0,"Endothelial_cells"
"PHACTR2",0,0.817899668343363,0.476,0.163,0,"Endothelial_cells"
"SULF2",0,0.817194191178786,0.406,0.095,0,"Endothelial_cells"
"PTP4A3",0,0.812859823995461,0.349,0.078,0,"Endothelial_cells"
"JAG2",0,0.810636316515816,0.31,0.02,0,"Endothelial_cells"
"JAG1",0,0.809627701957842,0.342,0.09,0,"Endothelial_cells"
"LIMCH1",0,0.802265916255058,0.312,0.047,0,"Endothelial_cells"
"RPGR",0,0.800984612326372,0.34,0.06,0,"Endothelial_cells"
"DLC1",0,0.800700068797312,0.379,0.064,0,"Endothelial_cells"
"CFI",0,0.796579907511036,0.343,0.036,0,"Endothelial_cells"
"SNRK",0,0.794581231160592,0.434,0.085,0,"Endothelial_cells"
"RELL1",0,0.790339108782383,0.389,0.077,0,"Endothelial_cells"
"LUZP1",0,0.790142804320776,0.467,0.157,0,"Endothelial_cells"
"SHC1",0,0.78547509740684,0.43,0.123,0,"Endothelial_cells"
"SOX7",0,0.783973240424897,0.296,0.004,0,"Endothelial_cells"
"FZD4",0,0.783884017796429,0.359,0.019,0,"Endothelial_cells"
"PKP4",0,0.77902409294302,0.358,0.07,0,"Endothelial_cells"
"PEA15",0,0.778850525400852,0.444,0.142,0,"Endothelial_cells"
"PDGFB",0,0.778244386161092,0.3,0.018,0,"Endothelial_cells"
"NFIA",0,0.778037142070515,0.58,0.231,0,"Endothelial_cells"
"KANK3",0,0.777894847001608,0.312,0.004,0,"Endothelial_cells"
"DYSF",0,0.776487282146171,0.325,0.008,0,"Endothelial_cells"
"GIMAP1",0,0.776050341411342,0.455,0.116,0,"Endothelial_cells"
"MKL2",0,0.775575613266781,0.388,0.109,0,"Endothelial_cells"
"MAGI1",0,0.771594417811139,0.363,0.043,0,"Endothelial_cells"
"ZEB1",0,0.770891002862568,0.415,0.086,0,"Endothelial_cells"
"SHE",0,0.768742538082128,0.329,0.008,0,"Endothelial_cells"
"LPAR6",0,0.764503942746097,0.438,0.112,0,"Endothelial_cells"
"TMEM173",0,0.763790640794897,0.509,0.186,0,"Endothelial_cells"
"SOCS2",0,0.752211376857214,0.336,0.061,0,"Endothelial_cells"
"ETS1",0,0.751218654719255,0.541,0.183,0,"Endothelial_cells"
"ACE",0,0.750199624681792,0.255,0.052,0,"Endothelial_cells"
"MAP3K11",1.5588237440358E-305,0.768424906608947,0.473,0.174,3.80571228868901E-301,"Endothelial_cells"
"FAM213A",2.754158313519E-304,0.94795644911625,0.468,0.174,6.72400210662529E-300,"Endothelial_cells"
"UPP1",3.35041949809781E-304,0.771127886369981,0.467,0.164,8.179714162656E-300,"Endothelial_cells"
"EMP2",5.23791419016652E-302,0.878639952127342,0.577,0.246,1.27878437038725E-297,"Endothelial_cells"
"CMIP",1.25241820532834E-297,0.756239651337828,0.462,0.168,3.0576538064886E-293,"Endothelial_cells"
"LEPROT",2.99942613372096E-293,0.867459485422354,0.618,0.286,7.32279896286636E-289,"Endothelial_cells"
"ABL2",3.06335568544388E-292,0.804752985174358,0.467,0.172,7.47887657044268E-288,"Endothelial_cells"
"NCOA7",1.75997967480602E-286,0.937493981984526,0.439,0.158,4.29681437807143E-282,"Endothelial_cells"
"PDLIM5",3.78317976783712E-285,0.829459727357534,0.513,0.21,9.23625508519754E-281,"Endothelial_cells"
"FEZ2",1.32147063150707E-279,0.790951119893559,0.481,0.19,3.22623839976136E-275,"Endothelial_cells"
"ATP1B3",2.90882359952392E-277,1.09801202179837,0.656,0.357,7.1016019358777E-273,"Endothelial_cells"
"TPM4",1.95716644344117E-275,0.921271349348102,0.772,0.488,4.77822615501728E-271,"Endothelial_cells"
"CDC37",1.78789698624872E-274,0.957948697425165,0.688,0.398,4.36497170222763E-270,"Endothelial_cells"
"ADIRF",9.90029992738944E-271,1.36704899420678,0.617,0.299,2.41705922427286E-266,"Endothelial_cells"
"TAGLN2",7.52409187822821E-270,0.965311805793035,0.825,0.591,1.83693179115064E-265,"Endothelial_cells"
"CALM1",4.67489417896416E-267,1.16038243844455,0.856,0.703,1.14132866485231E-262,"Endothelial_cells"
"APLP2",1.47632366498545E-266,0.869717008345159,0.663,0.346,3.60429659569549E-262,"Endothelial_cells"
"MYO1C",6.68021304664198E-265,0.753759329600072,0.446,0.172,1.63090721320717E-260,"Endothelial_cells"
"TACC1",5.14758080701746E-258,0.962186364918891,0.566,0.266,1.25673037822524E-253,"Endothelial_cells"
"PTMS",9.49911434605256E-258,0.917428381330258,0.582,0.278,2.31911377644527E-253,"Endothelial_cells"
"BEX3",2.57276265628516E-256,0.765454841899015,0.653,0.317,6.2811427490546E-252,"Endothelial_cells"
"CYB5R3",1.97273702460354E-255,0.860449834998515,0.618,0.312,4.81624017186708E-251,"Endothelial_cells"
